iata_code,location
WBC,"Wapolu Airport, Wapolu, Papua New Guinea"
BTU,"Bintulu Airport, Bintulu, Malaysia"
BLG,"Belaga Airport, Belaga, Malaysia"
LSM,"Long Semado Airport, Long Semado, Malaysia"
LGL,"Long Lellang Airport, Long Datih, Malaysia"
KCH,"Kuching International Airport, Kuching, Malaysia"
ODN,"Long Seridan Airport, Long Seridan, Malaysia"
LMN,"Limbang Airport, Limbang, Malaysia"
MKM,"Mukah Airport, Mukah, Malaysia"
LKH,"Long Akah Airport, Long Akah, Malaysia"
MUR,"Marudi Airport, Marudi, Malaysia"
BSE,"Sematan Airport, Sematan, Malaysia"
KPI,"Kapit Airport, Kapit, Malaysia"
BKM,"Bakalalan Airport, Bakalalan, Malaysia"
MYY,"Miri Airport, Miri, Malaysia"
SBW,"Sibu Airport, Sibu, Malaysia"
TGC,"Tanjung Manis Airport, Tanjung Manis, Malaysia"
LSU,"Long Sukang Airport, Long Sukang, Malaysia"
LWY,"Lawas Airport, Lawas, Malaysia"
BBN,"Bario Airport, Bario, Malaysia"
SMM,"Semporna Airport, Semporna, Malaysia"
LDU,"Lahad Datu Airport, Lahad Datu, Malaysia"
TEL,"Telupid Airport, Telupid, Malaysia"
KGU,"Keningau Airport, Keningau, Malaysia"
SXS,"Sahabat [Sahabat 16] Airport, Sahabat, Malaysia"
BKI,"Kota Kinabalu International Airport, Kota Kinabalu, Malaysia"
LBU,"Labuan Airport, Labuan, Malaysia"
TMG,"Tomanggong Airport, Tomanggong, Malaysia"
GSA,"Long Pasia Airport, Long Miau, Malaysia"
SPE,"Sepulot Airport, Sepulot, Malaysia"
PAY,"Pamol Airport, Pamol, Malaysia"
RNU,"Ranau Airport, Ranau, Malaysia"
SDK,"Sandakan Airport, Sandakan, Malaysia"
KUD,"Kudat Airport, Kudat, Malaysia"
TWU,"Tawau Airport, Tawau, Malaysia"
MZV,"Mulu Airport, Mulu, Malaysia"
BWN,"Brunei International Airport, Bandar Seri Begawan, Brunei"
WEA,"Parker County Airport, Weatherford, United States"
WED,"Wedau Airport, Wedau, Papua New Guinea"
WHL,"Welshpool Airport, Welshpool, Australia"
CJN,"Nusawiru Airport, Cijulang, Indonesia"
TKG,"Radin Inten II (Branti) Airport, Bandar Lampung-Sumatra Island, Indonesia"
PKU,"Sultan Syarif Kasim Ii (Simpang Tiga) Airport, Pekanbaru-Sumatra Island, Indonesia"
DUM,"Pinang Kampai Airport, Dumai-Sumatra Island, Indonesia"
RKO,"Rokot Airport, Sipora Island, Indonesia"
SEQ,"Sungai Pakning Bengkalis Airport, Bengkalis-Sumatra Island, Indonesia"
TJB,"Sei Bati Airport, Tanjung Balai-Karinmunbesar Island, Indonesia"
BDO,"Husein Sastranegara International Airport, Bandung-Java Island, Indonesia"
CBN,"Penggung Airport, Cirebon-Java Island, Indonesia"
TSY,"Cibeureum Airport, Tasikmalaya-Java Island, Indonesia"
BTH,"Hang Nadim International Airport, Batam Island, Indonesia"
PPR,"Pasir Pangaraan Airport, Pasir Pengarayan-Sumatra Island, Indonesia"
TNJ,"Raja Haji Fisabilillah International Airport, Tanjung Pinang-Bintan Island, Indonesia"
SIQ,"Dabo Airport, Pasirkuning-Singkep Island, Indonesia"
HLP,"Halim Perdanakusuma International Airport, Jakarta, Indonesia"
CXP,"Tunggul Wulung Airport, Cilacap-Java Island, Indonesia"
PCB,"Pondok Cabe Air Base, Jakarta, Indonesia"
CGK,"Soekarno-Hatta International Airport, Jakarta, Indonesia"
GNS,"Binaka Airport, Gunung Sitoli-Nias Island, Indonesia"
AEG,"Aek Godang Airport, Padang Sidempuan-Sumatra Island, Indonesia"
MES,"Soewondo Air Force Base, Medan-Sumatra Island, Indonesia"
KNO,"Kualanamu International Airport, Indonesia"
DTB,"Silangit Airport, Siborong-Borong, Indonesia"
SIW,"Sibisa Airport, Parapat-Sumatra Island, Indonesia"
FLZ,"Dr Ferdinand Lumban Tobing Airport, Sibolga-Sumatra Island, Indonesia"
TJQ,"Buluh Tumbang (H A S Hanandjoeddin) Airport, Tanjung Pandan-Belitung Island, Indonesia"
NPO,"Nanga Pinoh Airport, Nanga Pinoh-Borneo Island, Indonesia"
KTG,"Ketapang(Rahadi Usman) Airport, Ketapang-Borneo Island, Indonesia"
MWK,"Tarempa Airport, Matak Island, Indonesia"
NTX,"Ranai Airport, Ranai-Natuna Besar Island, Indonesia"
PNK,"Supadio Airport, Pontianak-Borneo Island, Indonesia"
PSU,"Pangsuma Airport, Putussibau-Borneo Island, Indonesia"
SQG,"Sintang(Susilo) Airport, Sintang-Borneo Island, Indonesia"
DJB,"Sultan Thaha Airport, Jambi-Sumatra Island, Indonesia"
BUU,"Muara Bungo Airport, Muara Bungo, Indonesia"
PGK,"Pangkal Pinang (Depati Amir) Airport, Pangkal Pinang-Palaubangka Island, Indonesia"
BKS,"Fatmawati Soekarno Airport, Bengkulu-Sumatra Island, Indonesia"
PLM,"Sultan Mahmud Badaruddin II Airport, Palembang-Sumatra Island, Indonesia"
PDO,"Pendopo Airport, Talang Gudang-Sumatra Island, Indonesia"
RGT,"Japura Airport, Rengat-Sumatra Island, Indonesia"
PDG,"Minangkabau International Airport, Ketaping/Padang - Sumatra Island, Indonesia"
MPC,"Muko Muko Airport, Muko Muko-Sumatra Island, Indonesia"
KLQ,"Keluang Airport, Keluang-Sumatra Island, Indonesia"
TPK,"Teuku Cut Ali Airport, Tapak Tuan-Sumatra Island, Indonesia"
SBG,"Maimun Saleh Airport, Sabang-We Island, Indonesia"
MEQ,"Seunagan Airport, Peureumeue-Sumatra Island, Indonesia"
LSX,"Lhok Sukon Airport, Lhok Sukon-Sumatra Island, Indonesia"
LSW,"Malikus Saleh Airport, Lhok Seumawe-Sumatra Island, Indonesia"
BTJ,"Sultan Iskandar Muda International Airport, Banda Aceh, Indonesia"
SXT,"Sungai Tiang Airport, Taman Negara, Malaysia"
MEP,"Mersing Airport, Mersing, Malaysia"
SWY,"Sitiawan Airport, Sitiawan, Malaysia"
TPG,"Taiping (Tekah) Airport, Taiping, Malaysia"
TOD,"Pulau Tioman Airport, Pulau Tioman, Malaysia"
AOR,"Sultan Abdul Halim Airport, Alor Satar, Malaysia"
BWH,"Butterworth Airport, Butterworth, Malaysia"
KBR,"Sultan Ismail Petra Airport, Kota Baharu, Malaysia"
KUA,"Kuantan Airport, Kuantan, Malaysia"
KTE,"Kerteh Airport, Kerteh, Malaysia"
IPH,"Sultan Azlan Shah Airport, Ipoh, Malaysia"
JHB,"Senai International Airport, Johor Bahru, Malaysia"
KUL,"Kuala Lumpur International Airport, Kuala Lumpur, Malaysia"
LGK,"Langkawi International Airport, Langkawi, Malaysia"
MKZ,"Malacca Airport, Malacca, Malaysia"
TGG,"Sultan Mahmud Airport, Kuala Terengganu, Malaysia"
PEN,"Penang International Airport, Penang, Malaysia"
PKG,"Pulau Pangkor Airport, Pangkor Island, Malaysia"
RDN,"LTS Pulau Redang Airport, Redang, Malaysia"
SZB,"Sultan Abdul Aziz Shah International Airport, Subang, Malaysia"
DTR,"Decatur Shores Airport, Decatur, United States"
WNU,"Wanuma Airport, Wanuma, Papua New Guinea"
AUT,"Atauro Airport, Atauro, Timor-Leste"
UAI,"Suai Airport, Suai, Timor-Leste"
DIL,"Presidente Nicolau Lobato International Airport, Dili, Timor-Leste"
BCH,"Cakung Airport, Baucau, Timor-Leste"
MPT,"Maliana Airport, Maliana, Timor-Leste"
OEC,"Oecussi Airport, Oecussi-Ambeno, Timor-Leste"
VIQ,"Viqueque Airport, Viqueque, Timor-Leste"
ABU,"Haliwen Airport, Atambua-Timor Island, Indonesia"
LKA,"Gewayentana Airport, Larantuka-Flores Island, Indonesia"
RTI,"David Constantijn Saudale Airport, Ba'a - Rote Island, Indonesia"
SAU,"Sabu-Tardanu Airport, Sabu-Sawu Island, Indonesia"
SGQ,"Sanggata/Sangkimah Airport, Sanggata/Sangkimah, Indonesia"
LBW,"Long Bawan Airport, Long Bawan-Borneo Island, Indonesia"
BXT,"Bontang Airport, Bontang-Borneo Island, Indonesia"
NNX,"Nunukan Airport, Nunukan-Nunukan Island, Indonesia"
TNB,"Tanah Grogot Airport, Tanah Grogot-Borneo Island, Indonesia"
LPU,"Long Apung Airport, Long Apung-Borneo Island, Indonesia"
SZH,"Senipah Heliport, Senipah, Indonesia"
WSA,"Wasua Airport, Wasua, Papua New Guinea"
QPG,"Paya Lebar Air Base, Singapore"
TGA,"Tengah Air Base, Singapore"
WSB,"Steamboat Bay Seaplane Base, Steamboat Bay, United States"
UGI,"San Juan /Uganik/ Seaplane Base, San Juan, United States"
WSM,"Wiseman Airport, Wiseman, United States"
XSP,"Seletar Airport, Seletar, Singapore"
SIN,"Singapore Changi Airport, Singapore, Singapore"
WTT,"Wantoat Airport, Wantoat, Papua New Guinea"
WUV,"Wuvulu Island Airport, Wuvulu Island, Papua New Guinea"
GWV,"Glendale Fokker Field, Glendale, United States"
WZQ,"Urad Middle Banner, Urad Middle Banner, China"
MPB,"Miami Seaplane Base, Miami, United States"
XBB,"Blubber Bay Seaplane Base, Blubber Bay, Canada"
XBN,"Biniguni Airport, Biniguni, Papua New Guinea"
XIG,"Xinguara Municipal Airport, Xinguara, Brazil"
XMA,"Maramag Airport, Maramag, Philippines"
LNX,"Smolensk North Airport, Smolensk, Russia"
XVL,"Vinh Long Airfield, Vinh Long, Vietnam"
UKN,"Waukon Municipal Airport, Waukon, United States"
ALH,"Albany Airport, Albany, Australia"
ABG,"Abingdon Downs Airport, Australia"
AWN,"Alton Downs Airport, Australia"
AUD,"Augustus Downs Airport, Australia"
YAJ,"Lyall Harbour Seaplane Base, Saturna Island, Canada"
MRP,"Marla Airport, Australia"
AXL,"Alexandria Homestead Airport, Australia"
AXC,"Aramac Airport, Australia"
ADO,"Andamooka Airport, Australia"
AMX,"Ammaroo Airport, Australia"
AMT,"Amata Airport, Australia"
WLP,"West Angelas Airport, Australia"
AYL,"Anthony Lagoon Airport, Australia"
ABH,"Alpha Airport, Alpha, Australia"
YAQ,"Maple Bay Seaplane Base, Maple Bay, Canada"
ARY,"Ararat Airport, Australia"
GYL,"Argyle Airport, Australia"
ARM,"Armidale Airport, Armidale, Australia"
AAB,"Arrabury Airport, Australia"
AUU,"Aurukun Airport, Aurukun, Australia"
AWP,"Austral Downs Airport, Australia"
AVG,"Auvergne Airport, Australia"
AYQ,"Ayers Rock Connellan Airport, Ayers Rock, Australia"
AYR,"Ayr Airport, Australia"
ACF,"Brisbane Archerfield Airport, Brisbane, Australia"
ABM,"Northern Peninsula Airport, Bamaga, Australia"
BCI,"Barcaldine Airport, Barcaldine, Australia"
ASP,"Alice Springs Airport, Alice Springs, Australia"
BDD,"Badu Island Airport, Australia"
BKP,"Barkly Downs Airport, Australia"
BBE,"Big Bell Airport, Big Bell, Australia"
BNE,"Brisbane International Airport, Brisbane, Australia"
OOL,"Gold Coast Airport, Gold Coast, Australia"
BKQ,"Blackall Airport, Blackall, Australia"
CNS,"Cairns International Airport, Cairns, Australia"
CTL,"Charleville Airport, Charleville, Australia"
BDW,"Bedford Downs Airport, Australia"
BXG,"Bendigo Airport, Australia"
BVI,"Birdsville Airport, Australia"
BXF,"Bellburn Airstrip, Pumululu National Park, Australia"
BTX,"Betoota Airport, Australia"
BEE,"Beagle Bay Airport, Beagle Bay, Australia"
OCM,"Boolgeeda, Australia"
BQW,"Balgo Hill Airport, Balgo, Australia"
YBH,"Bull Harbour Water Aerodrome, Bull Harbour, Canada"
BHQ,"Broken Hill Airport, Broken Hill, Australia"
HTI,"Hamilton Island Airport, Hamilton Island, Australia"
BEU,"Bedourie Airport, Australia"
BIW,"Billiluna Airport, Australia"
BZP,"Bizant Airport, Lakefield National Park, Australia"
YBJ,"Baie-Johan-Beetz Water Aerodrome, Baie-Johan-Beetz, Canada"
BRK,"Bourke Airport, Australia"
BUC,"Burketown Airport, Australia"
BLN,"Benalla Airport, Australia"
LCN,"Balcanoona Airport, Australia"
BLS,"Bollon Airport, Australia"
BQB,"Busselton Regional Airport, Australia"
ISA,"Mount Isa Airport, Mount Isa, Australia"
MCY,"Sunshine Coast Airport, Maroochydore, Australia"
BFC,"Bloomfield River Airport, Australia"
MKY,"Mackay Airport, Mackay, Australia"
BNK,"Ballina Byron Gateway Airport, Ballina, Australia"
BSJ,"Bairnsdale Airport, Australia"
GIC,"Boigu Airport, Australia"
OKY,"Oakey Airport, Australia"
BQL,"Boulia Airport, Australia"
BMP,"Brampton Island Airport, Australia"
PPP,"Proserpine Whitsunday Coast Airport, Proserpine, Australia"
YBQ,"Telegraph Harbour Seaplane Base, Thetis Island, Canada"
ROK,"Rockhampton Airport, Rockhampton, Australia"
BOX,"Borroloola Airport, Australia"
BME,"Broome International Airport, Broome, Australia"
BZD,"Balranald Airport, Australia"
BTD,"Brunette Downs Airport, Australia"
BWQ,"Brewarrina Airport, Australia"
BYP,"Barimunya Airport, Australia"
BHS,"Bathurst Airport, Bathurst, Australia"
BRT,"Bathurst Island Airport, Australia"
TSV,"Townsville Airport, Townsville, Australia"
BLT,"Blackwater Airport, Australia"
BVW,"Batavia Downs Airport, Australia"
BDB,"Bundaberg Airport, Bundaberg, Australia"
BUY,"Bunbury Airport, Australia"
BIP,"Bulimba Airport, Australia"
ZBO,"Bowen Airport, Australia"
WEI,"Weipa Airport, Weipa, Australia"
BCK,"Bolwarra Airport, Australia"
WTB,"Toowoomba Wellcamp Airport, Toowoomba, Australia"
BWB,"Barrow Island Airport, Australia"
BVZ,"Beverley Springs Airport, Australia"
CTR,"Cattle Creek Airport, Australia"
CGV,"Caiguna Airport, Australia"
CLH,"Coolah Airport, Australia"
CVQ,"Carnarvon Airport, Carnarvon, Australia"
CSI,"Casino Airport, Australia"
CAZ,"Cobar Airport, Australia"
COJ,"Coonabarabran Airport, Australia"
CBY,"Canobie Airport, Canobie, Australia"
CBI,"Cape Barren Island Airport, Australia"
CPD,"Coober Pedy Airport, Australia"
CRB,"Collarenebri Airport, Australia"
CCL,"Chinchilla Airport, Australia"
CNC,"Coconut Island Airport, Australia"
CNJ,"Cloncurry Airport, Cloncurry, Australia"
CBX,"Condobolin Airport, Australia"
CUD,"Caloundra Airport, Australia"
CED,"Ceduna Airport, Australia"
CVC,"Cleve Airport, Australia"
YCF,"Cortes Bay Water Aerodrome, Cortes Bay, Canada"
CFI,"Camfield Airport, Australia"
CFH,"Clifton Hills Airport, Clifton Hills, Australia"
CQP,"Cape Flattery Airport, Australia"
LLG,"Chillagoe Airport, Australia"
CRH,"Cherrabah Airport, Cherrabah Homestead Resort, Australia"
CKW,"Graeme Rowley Aerodrome, Christmas Creek Mine, Australia"
CXT,"Charters Towers Airport, Australia"
DCN,"RAAF Base Curtin, Australia"
CKI,"Croker Island Airport, Australia"
CTN,"Cooktown Airport, Australia"
CMQ,"Clermont Airport, Australia"
CMA,"Cunnamulla Airport, Australia"
CML,"Camooweal Airport, Australia"
NIF,"Camp Nifty Airport, Australia"
CES,"Cessnock Airport, Australia"
CNB,"Coonamble Airport, Australia"
ODL,"Cordillo Downs Airport, Cordillo Downs, Australia"
CUQ,"Coen Airport, Coen, Australia"
CIE,"Collie Airport, Collie, Australia"
OOM,"Cooma Snowy Mountains Airport, Cooma, Australia"
CDA,"Cooinda Airport, Australia"
CWW,"Corowa Airport, Australia"
CFP,"Carpentaria Downs Airport, Carpentaria Downs, Australia"
CYG,"Corryong Airport, Australia"
CXQ,"Christmas Creek Station Airport, Christmas Creek, Australia"
CDQ,"Croydon Airport, Australia"
KCE,"Collinsville Airport, Australia"
CMD,"Cootamundra Airport, Australia"
CUG,"Cudal Airport, Australia"
CUY,"Cue Airport, Australia"
CJF,"Coondewanna Airport, Coondewanna, Australia"
CWR,"Cowarie Airport, Australia"
CCW,"Cowell Airport, Australia"
CWT,"Cowra Airport, Australia"
COY,"Coolawanyah Airport, Coolawanyah Station, Australia"
DJR,"Dajarra Airport, Australia"
DBY,"Dalby Airport, Australia"
DRN,"Dirranbandi Airport, Australia"
DNB,"Dunbar Airport, Australia"
DRB,"Derby Airport, Australia"
DFP,"Drumduff Airport, Drumduff, Australia"
DGD,"Dalgaranga Gold Mine Airport, Australia"
DNG,"Doongan Airport, Australia"
DXD,"Dixie Airport, New Dixie, Australia"
DKI,"Dunk Island Airport, Dunk Island, Australia"
DLK,"Dulkaninna Airport, Dulkaninna, Australia"
DNQ,"Deniliquin Airport, Deniliquin, Australia"
DDN,"Delta Downs Airport, Australia"
DLV,"Delissaville Airport, Australia"
DYW,"Daly Waters Airport, Daly Waters, Australia"
DMD,"Doomadgee Airport, Australia"
DVR,"Daly River Airport, Australia"
NLF,"Darnley Island Airport, Darnley Island, Australia"
DRD,"Dorunda Airport, Dorunda Outstation, Australia"
DVP,"Davenport Downs Airport, Australia"
DPO,"Devonport Airport, Devonport, Australia"
DOX,"Dongara Airport, Australia"
DRY,"Drysdale River Airport, Australia"
DHD,"Durham Downs Airport, Australia"
DRR,"Durrie Airport, Australia"
SRR,"Dunwich Airport, Stradbroke Island, Australia"
DKV,"Docker River Airport, Australia"
DYA,"Dysart Airport, Australia"
WDA,"Wadi Ain Airport, Wadi Ain, Yemen"
ECH,"Echuca Airport, Australia"
EUC,"Eucla Airport, Australia"
ETD,"Etadunna Airport, Etadunna, Australia"
ENB,"Eneabba Airport, Eneabba, Australia"
EIH,"Einasleigh Airport, Einasleigh, Australia"
ELC,"Elcho Island Airport, Elcho Island, Australia"
EKD,"Elkedra Airport, Australia"
EMD,"Emerald Airport, Emerald, Australia"
YEQ,"Yenkis(Yankisa) Airport, Papua New Guinea"
EDD,"Erldunda Airport, Australia"
ERB,"Ernabella Airport, Australia"
ERQ,"Elrose Airport, Elrose Mine, Australia"
EPR,"Esperance Airport, Esperance, Australia"
EVD,"Eva Downs Airport, Eva Downs, Australia"
EVH,"Evans Head Aerodrome, Australia"
EXM,"Exmouth Airport, Australia"
FRB,"Forbes Airport, Forbes, Australia"
KFE,"Fortescue - Dave Forrest Aerodrome, Cloudbreak Village, Australia"
FLY,"Finley Airport, Australia"
FLS,"Flinders Island Airport, Flinders Island, Australia"
FVL,"Flora Valley Airport, Australia"
FIK,"Finke Airport, Finke, Australia"
FOS,"Forrest Airport, Australia"
FVR,"Oombulgurri Airport, Forrest River Mission, Australia"
FOT,"Forster (Wallis Is) Airport, Australia"
FIZ,"Fitzroy Crossing Airport, Australia"
GBP,"Gamboola Airport, Australia"
GAH,"Gayndah Airport, Australia"
GBL,"South Goulburn Is Airport, Australia"
GUH,"Gunnedah Airport, Australia"
GOO,"Goondiwindi Airport, Australia"
GDD,"Gordon Downs Airport, Gordon Downs, Australia"
GGD,"Gregory Downs Airport, Australia"
GTS,"Granite Downs Airport, Australia"
YGE,"Gorge Harbour Seaplane Base, Gorge Harbour, Canada"
GET,"Geraldton Airport, Geraldton, Australia"
GFN,"Grafton Airport, Australia"
GBW,"Ginbata Airport, Ginbata, Australia"
GBV,"Gibb River Airport, Australia"
GKL,"Great Keppel Is Airport, Great Keppel Island, Australia"
GLT,"Gladstone Airport, Gladstone, Australia"
GUL,"Goulburn Airport, Australia"
GLG,"Glengyle Airport, Australia"
GEX,"Geelong Airport, Australia"
GLI,"Glen Innes Airport, Australia"
GLM,"Glenormiston Airport, Australia"
YGN,"Greenway Sound Seaplane Base, Broughton Island, Canada"
GFE,"Grenfell Airport, Grenfell, Australia"
GVP,"Greenvale Airport, Australia"
GPD,"Mount Gordon Airport, Mount Gordon Mine, Australia"
GPN,"Garden Point Airport, Australia"
GSC,"Gascoyne Junction Airport, Gascoyne Junction, Australia"
GTE,"Groote Eylandt Airport, Groote Eylandt, Australia"
GFF,"Griffith Airport, Griffith, Australia"
GTT,"Georgetown Airport, Australia"
GEE,"Georgetown (Tas) Airport, Australia"
GYP,"Gympie Airport, Australia"
HWK,"Wilpena Pound Airport, Hawker, Australia"
HXX,"Hay Airport, Australia"
HVB,"Hervey Bay Airport, Hervey Bay, Australia"
HUB,"Humbert River Airport, Australia"
HRY,"Henbury Airport, Australia"
HIP,"Headingly Airport, Australia"
HIG,"Highbury Airport, Australia"
HID,"Horn Island Airport, Horn Island, Australia"
HLL,"Hillside Airport, Hillside, Australia"
HCQ,"Halls Creek Airport, Australia"
HMG,"Hermannsburg Airport, Australia"
HLT,"Hamilton Airport, Australia"
HOK,"Hooker Creek Airport, Lajamanu, Australia"
MHU,"Mount Hotham Airport, Mount Hotham, Australia"
HTU,"Hopetoun Airport, Australia"
HPE,"Hope Vale Airport, Hope Vale, Australia"
HSM,"Horsham Airport, Australia"
HAT,"Heathlands Airport, Australia"
HGD,"Hughenden Airport, Australia"
IDK,"Indulkana Airport, Australia"
IFL,"Innisfail Airport, Australia"
IFF,"Iffley Airport, Australia"
IGH,"Ingham Airport, Australia"
IKP,"Inkerman Airport, Australia"
INJ,"Injune Airport, Injune, Australia"
INM,"Innamincka Airport, Australia"
IVW,"Inverway Airport, Inverway, Australia"
ISI,"Isisford Airport, Australia"
IVR,"Inverell Airport, Inverell, Australia"
JAB,"Jabiru Airport, Australia"
JUN,"Jundah Airport, Australia"
QJD,"Jindabyne Airport, Australia"
JCK,"Julia Creek Airport, Australia"
JUR,"Jurien Bay Airport, Australia"
UBU,"Kalumburu Airport, Australia"
KDB,"Kambalda Airport, Kambalda, Australia"
KAX,"Kalbarri Airport, Kalbarri, Australia"
KBY,"Streaky Bay Airport, Australia"
KBJ,"Kings Canyon Airport, Kings Canyon Resort, Australia"
KCS,"Kings Creek Airport, Australia"
KRA,"Kerang Airport, Australia"
KNS,"King Island Airport, Australia"
KBB,"Kirkimbie Station Airport, Kirkimbie, Australia"
KFG,"Kalkgurung Airport, Australia"
KOH,"Koolatah Airport, Australia"
KKP,"Koolburra Airport, Koolburra, Australia"
KRB,"Karumba Airport, Australia"
KML,"Kamileroi Airport, Australia"
KPS,"Kempsey Airport, Australia"
KNI,"Katanning Airport, Australia"
KWM,"Kowanyama Airport, Kowanyama, Australia"
KPP,"Kalpowar Airport, Kalpower, Australia"
KGY,"Kingaroy Airport, Australia"
KGC,"Kingscote Airport, Australia"
YKT,"Klemtu Water Aerodrome, Klemtu, Canada"
KUG,"Kubin Airport, Moa Island, Australia"
KRD,"Kurundi Airport, Kurundi Station, Australia"
LWH,"Lawn Hill Airport, Australia"
LGH,"Leigh Creek Airport, Australia"
LNO,"Leonora Airport, Leonora, Australia"
LEL,"Lake Evella Airport, Australia"
LFP,"Lakefield Airport, Lakefield, Australia"
LDH,"Lord Howe Island Airport, Lord Howe Island, Australia"
IRG,"Lockhart River Airport, Lockhart River, Australia"
LTP,"Lyndhurst Airport, Lyndhurst, Australia"
LIB,"Limbunya Airport, Limbunya, Australia"
LDC,"Lindeman Island Airport, Lindeman Island, Australia"
LSY,"Lismore Airport, Lismore, Australia"
LNH,"Lake Nash Airport, Alpurrurulam, Australia"
BBL,"Ballera Airport, Australia"
LKD,"Lakeland Airport, Lakeland Downs, Australia"
LOC,"Lock Airport, Lock, Australia"
LOA,"Lorraine Airport, Australia"
LTV,"Lotus Vale Airport, Lotus Vale, Australia"
YLP,"Mingan Airport, Mingan, Canada"
LUU,"Laura Airport, Australia"
LHG,"Lightning Ridge Airport, Australia"
LRE,"Longreach Airport, Longreach, Australia"
LUT,"New Laura Airport, Australia"
LER,"Leinster Airport, Australia"
LVO,"Laverton Airport, Australia"
TGN,"Latrobe Valley Airport, Morwell, Australia"
LZR,"Lizard Island Airport, Australia"
UBB,"Mabuiag Island Airport, Mabuiag Island, Australia"
AVV,"Avalon Airport, Melbourne, Australia"
ABX,"Albury Airport, Albury, Australia"
MRG,"Mareeba Airport, Australia"
MBB,"Marble Bar Airport, Australia"
XMC,"Mallacoota Airport, Australia"
MFP,"Manners Creek Airport, Australia"
MLR,"Millicent Airport, Australia"
DGE,"Mudgee Airport, Mudgee, Australia"
MQA,"Mandora Airport, Mandora, Australia"
MNW,"Macdonald Downs Airport, Australia"
MKR,"Meekatharra Airport, Australia"
MEB,"Melbourne Essendon Airport, Australia"
MIM,"Merimbula Airport, Merimbula, Australia"
MLV,"Merluna Airport, Merluna, Australia"
MGT,"Milingimbi Airport, Milingimbi Island, Australia"
MNG,"Maningrida Airport, Maningrida, Australia"
GSN,"Mount Gunson Airport, Mount Gunson, Australia"
MGV,"Margaret River (Station) Airport, Australia"
MQZ,"Margaret River Airport, Australia"
MVU,"Musgrave Airport, Musgrave, Australia"
